course_id,title,credits,course_type,description,Prerequisites,OnlyOneOfThese,skills_taught
MKT 6301 ,Marketing Management,3,Elective,"This course provides graduate students with a comprehensive foundation in marketing — how it works, why it matters, and how to apply it strategically in a competitive, global business environment. It is not a course about memorizing marketing definitions. It is designed to develop the kind of analytical, strategic thinking that marketing professionals and business leaders use when making real decisions about products, customers, pricing, distribution, and communication.
The course is built heavily around the case method, which means students spend a significant amount of time stepping into the shoes of real managers at real companies — analyzing the situation they faced, evaluating the options available to them, and defending a clear, data-supported recommendation. Cases covered in the course span a wide range of marketing contexts, from Dell's early e-commerce strategy and Starbucks' customer service investment decisions, to new product launches, digital direct-to-consumer marketing at Hubble Contact Lenses, AI-powered e-commerce at THE YES, and pharmaceutical pricing strategy at The Medicines Company. Each case forces students to apply marketing frameworks to a unique, ambiguous business problem — exactly the kind of challenge they will face in their careers.
The course covers all the core pillars of marketing strategy and management. Students learn how to analyze the marketing environment, understand consumer behavior, and apply segmentation, targeting, and positioning frameworks to identify and reach the right customers. Product strategy and new product development are explored in depth, including how to move an innovation from concept to market successfully. The course also covers marketing research methods, channel and distribution strategy, promotional planning across traditional and digital media, and pricing strategy — including the ethical dimensions of pricing decisions.
A major component of the course is a group marketing project where students develop a full marketing plan for an original product or service idea that does not yet exist commercially. This involves defining the problem the product solves, analyzing the competitive landscape, estimating market size, designing the marketing mix, and presenting the plan to the class as if pitching to investors. This project ties together everything covered in the course and gives students a tangible, end-to-end experience in strategic marketing planning.",None,"MKT 6301, SYSM 6318","Marketing Strategy & Planning, Consumer Behavior Analysis, Market Segmentation, Targeting & Positioning, New Product Development & Innovation, Marketing Research & Demand Estimation, Pricing Strategy & Ethics, Promotional Planning & Media Strategy, Distribution & Channel Management, Digital & Direct-to-Consumer Marketing, Case Analysis & Business Problem Solving, Data-Driven Decision Making, Competitive Analysis & SWOT, Marketing Plan Development, Quantitative Analysis & Financial Estimation, Oral Presentation & Persuasive Communication, Written Business Communication, Team Collaboration & Peer Evaluation, Critical Thinking & Analytical Reasoning"
MKT 6309 ,Marketing Data Analysis and Research,3,Elective,"This course sits at the intersection of marketing and data science, teaching students the rigorous methods and analytical techniques that underpin sound marketing decisions. While marketing is often associated with creativity and intuition, this course makes clear that the most effective marketing is grounded in systematic research, carefully collected data, and statistically defensible analysis. Students leave the course equipped to design, execute, and interpret marketing research studies from start to finish.
The course begins by establishing the foundation of marketing research — how to define a research problem clearly, develop a research approach, and choose the right research design for the question at hand. Students explore the full landscape of data sources available to marketers, including secondary data and qualitative methods such as focus groups and in-depth interviews, before moving into the design of primary research instruments. A significant portion of the course is dedicated to survey design — how to write effective questions, choose the right measurement and scaling approaches, and construct a questionnaire that produces reliable, actionable data.
From there, the course moves into the statistical side of marketing research. Students learn sampling techniques and how to determine appropriate sample sizes, followed by a thorough grounding in the analytical methods used to make sense of survey data. This includes frequency distributions, cross-tabulations, hypothesis testing, ANOVA and ANCOVA, correlation analysis, and regression modeling. These are not abstract statistical exercises — every technique is taught in the context of real marketing decisions, so students always understand not just how to run an analysis but what the results mean for a business.
The course also dedicates meaningful attention to data visualization and storytelling — how to take complex analytical findings and present them in a way that is clear, compelling, and persuasive to clients and senior management. This is a critical professional skill that many analytically strong students overlook, and the course treats it as an essential part of the research process rather than an afterthought.
The capstone of the course is a two-part group research project in which students design and conduct an actual marketing research study. Teams define a research problem, develop a survey instrument, collect at least fifty real responses, analyze the data using the statistical methods covered in the course, and produce a full written research report complete with executive summary, findings, and recommendations. This end-to-end project mirrors exactly what marketing research professionals do in practice and gives students a polished, real-world deliverable for their portfolio.",MKT 6301 and (OPRE 6301 or BUAN 6359 or OPRE 6359 or MKT 6379),,"Marketing Research Design & Methodology, Survey Design & Questionnaire Development, Primary & Secondary Data Collection, Measurement & Scaling Techniques, Sampling Methods & Sample Size Determination, Descriptive Statistics & Frequency Analysis, Cross-Tabulation & Hypothesis Testing, ANOVA & ANCOVA Analysis, Correlation & Regression Analysis, Data Visualization & Dashboard Storytelling, Research Report Writing & Executive Communication, Consumer Behavior Analysis, Market Size Estimation & Forecasting, Qualitative Research Methods, Causal & Descriptive Research Design, Critical Thinking & Analytical Reasoning, Team Collaboration & Peer Evaluation, Written & Oral Presentation Skills"
MKT 6336, Pricing Analytics,3,Elective,"
This course is built around one of the most consequential decisions any business makes — how to price its products and services. As one Harvard Business School professor famously put it, pricing is the moment of truth where all of marketing strategy comes into focus. Get it right and a company can dramatically improve profitability without changing a single thing about its product. Get it wrong and even the best product in the market can fail. This course gives students the analytical framework and strategic thinking to get it right.
The course is organized around what it calls the three C's of pricing — Costs, Competition, and Customers — and uses this structure to systematically work through every dimension of a sound pricing decision. From the customer side, students learn how to estimate the economic value a product delivers to buyers, how price sensitivity works and what drives it, how psychological factors and perceptions of fairness shape buying behavior, and how to identify and exploit meaningful differences across customer segments. From the competitive side, students examine how to price strategically in markets with rivals, including how to avoid destructive price wars, when cooperative pricing makes sense, how price leadership works, and how differentiation affects pricing power. From the company side, students learn how to think about relevant costs, credible commitment, and long-term profitability rather than short-term revenue maximization.
The course then builds on this foundation to cover a wide range of pricing strategies and structures that are relevant in today's business environment. These include value-in-use analysis, price discrimination across customer segments, bundling strategies, product-line pricing, dynamic pricing over the product lifecycle, channel pricing, and the use of AI and machine learning in modern pricing systems. Psychological pricing and the ethics and sustainability of pricing decisions are also addressed, ensuring students develop not just technical competence but sound judgment about when and how pricing strategies should be applied.
A distinctive feature of the course is its use of real business case studies drawn from diverse industries and contexts — from Toblerone's airport duty-free pricing strategy and Tata Nano's failed low-cost car launch in India, to Altius Golf's fighter brand dilemma, JCPenney's disastrous ""Fair and Square"" pricing experiment, Uber's regulatory battles in Hong Kong, and a complex water rights pricing scenario in the American West. Each case forces students to apply the frameworks they have learned to a messy, real-world situation and defend a clear recommendation — exactly the kind of work expected of pricing analysts, strategy consultants, and marketing managers in practice.",none,,"Strategic Pricing Framework & Decision Making, Economic Value Analysis & Value Communication, Customer Segmentation for Pricing, Price Sensitivity & Demand Analysis, Psychological Pricing & Behavioral Economics, Price Discrimination & Bundling Strategies, Product-Line & Channel Pricing, Dynamic Pricing & Lifecycle Pricing, Competitive Pricing Strategy & Price War Analysis, Incremental Break-Even & Profitability Analysis, AI & Machine Learning Applications in Pricing, Pricing Ethics & Sustainability Considerations, Case Analysis & Strategic Recommendation, Excel-Based Pricing Modeling & Quantitative Analysis, Critical Thinking & Analytical Reasoning, Written Business Communication, Oral Presentation & Defense of Recommendations, Team Collaboration & Peer Evaluation"
MKT 6343 ,Social Media Marketing and Insights,3,Elective,"This course is designed to provide students with a theoretical foundation and working knowledge of social media strategies and tools used by marketing departments and agencies. Students are exposed to best practices in social media marketing for brand awareness improvement, lead generation, customer relationship management, viral campaign, influencer marketing, and Generative AI-assisted content creation. The course also provides a strategic foundation for social media analytics in both B-C and B-B environments, including AI-powered social listening and media analysis, platform selection, attribution and ROI measurement of social media interventions using various metrics. The course includes a hands-on component.", MKT 6301,,"Social Media Strategy & Planning, Brand Awareness & Positioning, Lead Generation via Social Media, Customer Relationship Management (CRM), Viral Campaign Design & Execution, Influencer Marketing Strategy, Generative AI-Assisted Content Creation, Social Media Analytics & Performance Measurement, AI-Powered Social Listening & Sentiment Analysis, Platform Selection & Channel Strategy, Attribution Modeling & ROI Measurement, B2C & B2B Social Media Marketing, Content Strategy & Creation, Audience Targeting & Segmentation, Campaign Performance Metrics & KPIs, Data-Driven Marketing Decision Making, Media Analysis & Competitive Monitoring, Critical Thinking & Strategic Planning"
MKT 6349 ,MarTech Ecosystem,3,Elective,"This course is designed for students who want to understand how modern marketing actually gets executed at scale — through technology. In today's business environment, marketing is no longer just about creativity and strategy. It is powered by a complex and interconnected set of tools, platforms, and data systems collectively known as the Marketing Technology stack, or MarTech. This course gives students a comprehensive, end-to-end understanding of how that ecosystem works and how to build, manage, and optimize it to deliver measurable business results.
The course begins by establishing what a customer-centric data ecosystem looks like and why it matters. Students learn how customer data is collected, integrated, and activated across multiple marketing touchpoints — from email and social media to websites, e-commerce platforms, and beyond. A central focus is on Customer Data Platforms, which serve as the backbone of modern personalized marketing, and how they connect with CRM systems, marketing automation tools, content management systems, and analytics platforms to create a seamless, unified view of the customer.
Personalization is a major theme throughout the course. Students explore how advanced marketing technologies enable brands to deliver the right message to the right person at the right time — at scale. This includes dynamic content creation, automated customer journey mapping, and predictive segmentation, all of which are increasingly powered by artificial intelligence. Generative AI is given particular attention as a transformative force in the MarTech landscape, enabling marketers to automate content generation, personalize interactions in real time, and make smarter decisions about where and how to deploy marketing spend.
The course also addresses the strategic and operational challenges of building an effective MarTech stack. Students learn how to evaluate and select external marketing technology vendors and partners, how to integrate third-party solutions into an existing ecosystem, and how to ensure that the technology choices an organization makes are aligned with its broader marketing and business goals. SEO, SEM, social media tools, testing and optimization platforms, and e-commerce integrations are all covered, giving students exposure to the full breadth of tools that marketing teams use in practice.
Performance measurement is woven throughout the course. Students learn how to define and track the right KPIs for different marketing objectives — from brand awareness and customer engagement to upsell, retention, and return on marketing investment. The course closes with a look at marketing privacy regulations and the future trends shaping the MarTech landscape, ensuring students are prepared not just for today's environment but for where the field is heading.",None,,"MarTech Stack Design & Optimization, Customer Data Platform (CDP) Management, Marketing Automation & CRM Integration, Personalization Strategy at Scale, Generative AI for Content Creation & Marketing, Predictive Analytics & Customer Journey Mapping, Multi-Channel Marketing Strategy & Orchestration, SEO & SEM Tools & Strategy, Social Media Marketing Tools, Content Management Systems (CMS), E-commerce & MarTech Integration, Data Integration & Customer Data Management, Marketing Performance Measurement & KPI Tracking, ROI & Attribution Modeling, AI-Enhanced Marketing Decision Making, Testing & Optimization Techniques, Vendor Evaluation & Partner Management, Marketing Privacy & Compliance Awareness, Critical Thinking & Strategic Planning, Team Collaboration & Group Project Management"
MKT 6352 ,Marketing Web Analytics and Insights ,3,Elective,"This course is designed for students who want to understand how web analytics drives modern digital marketing decision-making. In today's business environment, marketing performance is no longer guesswork,  it is measured, tracked, and optimized through data. This course gives students a comprehensive understanding of how to collect, analyze, and act on web data to deliver measurable marketing results.

The course begins by establishing the foundational concepts of web analytics, including key metrics, KPIs, and digital marketing principles. Students learn how data is captured and reported across platforms, with a central focus on Adobe Analytics, covering everything from basic reporting to advanced techniques like segment building, conversion funnels, tag management, and data visualization.

Actionable insight is a major theme throughout the course. Students explore how raw analytics data can be transformed into clear, evidence-based business recommendations. This includes hands-on experience with real transactional datasets, report building, and dashboard creation tailored to stakeholder needs.

The course also integrates Generative AI as a transformative force in marketing analytics. Students learn how AI tools can automate report generation, optimize multichannel content, build predictive customer segmentation models, and personalize user experiences at scale.

The second half of the course shifts focus to Google Analytics, covering it in depth across multiple weeks through lectures, a group project, and hands-on application. The course closes with students sitting for the official Google Analytics Certification, ensuring they leave with not just practical knowledge but a recognized industry credential.",None,,"Web Analytics Fundamentals & Strategy, Adobe Analytics Configuration & Reporting, Metrics & KPI Definition, Digital Marketing Performance Evaluation, Visitor Behavior Analysis & Reporting, Data Visualization & Dashboard Creation, Segment Builder & Customer Segmentation, Conversion Funnel Setup & Optimization, Tag Management & Debugging, Report Builder & Workspace Analysis, Excel-Based Analytics, Google Analytics Implementation & Reporting, A/B Testing & Optimization, Generative AI for Marketing Analytics, Automated Report Generation, Predictive Analytics & Customer Segmentation, Multichannel Content Optimization, Data-Driven Business Recommendations, Marketing Performance Measurement, Team Collaboration & Group Project Management"
MKT 6353 ,Customer Analytics and Insights,3,Elective,"This course equips students with the analytical techniques and critical thinking skills needed to harness marketing data for real business impact. At its core, the course focuses on understanding customer behavior through data, teaching students how to analyze, interpret, and activate marketing datasets to identify high-value prospects, acquire new customers, and retain the most profitable ones over time.

A central emphasis is placed on retail and omnichannel data, reflecting the reality that today's customers interact with brands across multiple touchpoints, in-store, online, mobile, and beyond. Students learn how to work with data across these channels to build a complete picture of the customer and make smarter marketing decisions.

Key analytical techniques covered include Life-Time Value modeling, which helps marketers understand the long-term revenue potential of individual customers; RFM analysis (Recency, Frequency, and Monetary value), a powerful segmentation framework for prioritizing marketing efforts; response analysis, which measures how customers react to marketing campaigns; and attribution modeling, which identifies which touchpoints and channels deserve credit for driving conversions.

Beyond the technical methods, the course places strong emphasis on developing critical thinking and problem-solving skills. Students are challenged not just to run analyses, but to interpret what the data means, draw meaningful conclusions, and translate those findings into clear, actionable recommendations for management. The ability to tell a compelling story with data, and present it persuasively to decision-makers — is treated as just as important as the analysis itself.",OPRE 6301 or BUAN 6359 or OPRE 6359 or MKT 6379.,,"Customer Data Analysis & Interpretation, Life-Time Value (LTV) Modeling, RFM Analysis & Customer Segmentation, Response Analysis & Campaign Measurement, Attribution Modeling & Channel Credit Analysis, Retail & Omnichannel Data Management, Customer Prospecting & Acquisition Strategy, Customer Retention & Profitability Analysis, Data-Driven Decision Making, Marketing Performance Measurement & KPI Tracking, Multichannel Customer Journey Analysis, Predictive Analytics & Behavioral Modeling, Data Visualization & Insight Presentation, Actionable Insight Development & Storytelling, Critical Thinking & Problem Solving, Strategic Marketing Recommendations, Management Communication & Presentation Skills, Team Collaboration & Group Project Management"
MKT 6384 ,Advanced Marketing Web Analytics and Insights,3,Elective,"This course is designed for students who want to push beyond the fundamentals of web analytics and develop true mastery of advanced techniques across the full spectrum of modern digital data sources. In today's connected world, marketing data no longer comes from a single channel — it flows from websites, mobile apps, marketing platforms, and an ever-expanding network of IoT devices. This course teaches students how to harness all of that data and turn it into strategic, high-impact decisions.
The course begins by deepening students' understanding of web analytics across multiple platform types — desktop, mobile, and app environments — giving them the skills to work with complex, multi-source datasets that reflect how real consumers interact with brands today. From there, students learn how to connect web analytics data to basic AI models, using those insights to optimize eCommerce platform performance and sharpen digital marketing strategy in meaningful, measurable ways.
A major focus of the course is data visualization and real-time reporting. Students learn how to integrate web analytics data with Tableau, one of the industry's leading visualization tools, to build dynamic, real-time dashboards that track conversion funnels, marketing channel performance, and customer segments. These dashboards are designed not just for analysis, but for communication — giving stakeholders a clear, live view of marketing performance.
The course also provides a thorough grounding in A/B testing, covering the full lifecycle from test design and measurement planning to data collection, analysis, and insight generation. Students leave with the ability to design and execute rigorous experiments that drive continuous improvement across digital marketing initiatives.",MKT 6352.,,"Advanced Web Analytics & Strategy, Multi-Platform Data Analysis (Web, Mobile, App), IoT Data Integration & Marketing Applications, AI Model Integration for eCommerce Optimization, Digital Marketing Strategy & Optimization, Tableau Dashboard Design & Development, Real-Time Data Visualization & Reporting, Conversion Funnel Analysis & Optimization, Marketing Channel Performance Tracking, Customer Segmentation & Behavioral Analysis, A/B Test Design & Measurement Planning, Data Collection & Experimental Analysis, Insight Generation & Actionable Recommendations, eCommerce Performance Optimization, Marketing Performance Measurement & KPI Tracking, Data-Driven Decision Making, Critical Thinking & Problem Solving, Team Collaboration & Group Project Management"
MKT 6347 ,Marketing Analytics Project,3,Elective,,None,,
BUAN 6312,Applied Econometrics and Time Series Analysis,3,Core,"A survey of techniques used in analyzing cross-sectional, time series and panel data with special emphasis on time series methods", OPRE 6301 or OPRE 6359 or BUAN 6359 or FIN 6306 or FIN 6307 or SYSM 6303.,BUAN 6312 or FIN 6318 or MECO 6312," Econometrics, causal inference, simple and multiple regression, hypothesis testing, confidence intervals, model specification, heteroskedasticity, endogeneity, instrumental variables, 2SLS, panel data, fixed effects, difference-in-differences, time series analysis, forecasting, cross-sectional data analysis, empirical research, Stata, R, statistical modeling, data interpretation, research presentation"
BUAN 6320,Database Foundations for Business Analytics,3,Core,"This course covers Structured Query Language (SQL) and NoSQL databases and focuses on understanding the differences and learning how to query SQL and NoSQL databases effectively. Topics include ER models, SQL, mapping an ER model to a relational schema, NoSQL database types, and NoSQL querying.",None, BUAN 6320 or SYSM 6338 or MIS 6326 or ACCT 6320 or ACCT 6321 or MIS 6320 or OPRE 6393,"SQL, MySQL, MongoDB, Relational Databases, NoSQL Databases, Database Design, Entity-Relationship Modeling (ER Modeling), Data Modeling, Query Optimization, Stored Procedures, Triggers, Transaction Management, Concurrency Control, Database Schema Design, Data Retrieval and Manipulation, Microsoft SQL Server, PostgreSQL, Oracle Database"
BUAN 6324,Business Analytics With SAS,3,Core,"This course covers theories and applications of business analytics. The focus is on extracting business intelligence from firms' business data for various applications, including (but not limited to) customer segmentation, customer relationship management (CRM), personalization, online recommendation systems, web mining, and product assortment. The emphasis is placed on the 'know-how' -- knowing how to extract and apply business analytics to improve business decision-making. Students will also acquire hands-on experience with business analytics software in the form of SAS Enterprise Miner", OPRE 6301 or OPRE 6359 or BUAN 6359, BUAN 6324 or BUAN 6356 or MIS 6324 or OPRE 6399,"Business Analytics, SAS Enterprise Miner, Data Preprocessing, PCA, Dimensionality Reduction, Association Rule Mining, Clustering, Classification, Decision Trees, Logistic Regression, Maximum Likelihood Estimation, Naive Bayes, Bayesian Networks, Ensemble Methods, Model Evaluation, Customer Analytics, Count Models, Count Regression, Predictive Analytics, Excel"
BUAN 6356,Business Analytics With R,3,Core,"This course covers theories and applications of business analytics. The focus is on extracting business intelligence from firms' business data for various applications, including (but not limited to) customer segmentation, customer relationship management (CRM), personalization, online recommendation systems, web mining, and product assortment. The emphasis is placed on the 'know-how' -- knowing how to extract and apply business analytics to improve business decision-making. Students will also acquire hands-on experience with business analytics software in the form of R.", BUAN 6359 or OPRE 6359, BUAN 6324 and BUAN 6356,"R, RStudio, data exploration, data visualization, descriptive analytics, predictive analytics, business analytics, business intelligence, data mining, association rules, clustering, k-means, hierarchical clustering, classification, decision trees, logistic regression, neural networks, linear regression, model evaluation, PCA, dimensionality reduction, recommendation systems, collaborative filtering, A/B testing, customer analytics, CRM analytics, lift analysis, text mining, time series, forecasting, simulation, risk analysis, generative AI, agents"
BUAN 6383,Modeling for Business Analytics,3,Core,"This is a fast-paced course that starts with an introduction covering popular approaches in business analytics (e.g., pre-processing, dimensionality reduction, association rules, clustering, basics of classification), proceeds into advanced methods (e.g., additional classification models, ensemble methods), and concludes with advanced models in customer analytics (e.g., discrete time models, continuous time models, count models, choice models). While the tool of choice will be Python, the focus of the course will be on modeling (i.e., this is not a course intended to teach you Python) - familiarity with Python is assumed.",BUAN 6359 or OPRE 6359,(MIS 6334 or OPRE 6334 or BUAN 6357 or MIS 6357) and (BUAN 6383 or MIS 6386),"Python, Anaconda, Jupyter Notebook, Data Preprocessing, PCA, Dimensionality Reduction, Association Rule Mining, Clustering, Classification, Decision Trees, Naïve Bayes, Bayesian Networks, Logistic Regression, Maximum Likelihood Estimation, Ensemble Methods, Model Evaluation, Customer Analytics, Discrete Time Models, Continuous Time Models, Count Models, Choice Models, Zero-Inflated Models, Finite Mixture Models"
BUAN 6337,Predictive Analytics for Data Science,3,Core,"This course is designed to provide students with in-depth knowledge of the data-driven analytical techniques used in data-driven decision-making, especially in marketing. Students analyze data from real-world datasets to make managerial decisions. These Data-Science methods are commonly employed in online marketing, retail, and financial services. Students will acquire knowledge about the methods and software that are used to understand issues such as who the profitable segments/customers are, how to acquire them, and how to retain them. The tools can also be used to manage data-driven decisions from consumer purchase behavior to firms' policy settings such as pricing and branding.",OPRE 6301 or BUAN 6359 or OPRE 6359,None,"Predictive Analytics, Marketing Analytics, Data Cleaning, Exploratory Data Analysis, Hypothesis Testing, ANOVA, Chi-square Tests, Linear Regression, Logistic Regression, Multinomial Logit, Ordered Logit, Probit Regression, Discrete Choice Models, Panel Data Analysis, Fixed Effects, Random Effects, Model Evaluation, Factor Analysis, Cluster Analysis, Customer Segmentation, A/B Testing, Conjoint Analysis, Customer Lifetime Value, Churn Analysis, Lift Analysis, TOBIT Models, Selection Models, Limited Dependent Variable Models, SUR, 2SLS, 3SLS, Time Series Analysis, Forecasting, Survival Analysis, Hazard Models, SAS, R, RStudio, Python, Tableau"
BUAN 6398,Prescriptive Analytics,3,Core," Introduction to decision analysis and optimization techniques. Topics include linear programming, decision analysis, integer programming, and other optimization models. Applications of these models to business problems will be emphasized. ", OPRE 6301 or OPRE 6359 or BUAN 6359,None,"Prescriptive Analytics, Optimization Modeling, Linear Programming, Integer Programming, Binary Constraints, Goal Programming, Multi-Objective Optimization, Spreadsheet Modeling, Excel, Excel Solver, Analytic Solver Platform, Sensitivity Analysis, Network Optimization, Shortest Path, Minimum Spanning Tree, Maximum Flow, Time Series Forecasting, Moving Averages, Exponential Smoothing, Queuing Theory, Decision Analysis, Decision Trees, Project Management Analytics"
BUAN 6359,Advanced Statistics for Data Science ,3,Core,"This course uses statistical methods to analyze data from observational studies and experimental designs to communicate results to a business audience. The course mandates prior knowledge of fundamental statistical concepts such as measures of central location, standard deviations, histograms, the normal and t-distributions (knowledge of calculus is not required). The course also emphasizes interpretation and inference, as well as computation using a statistical software package such as R or Python",None,OPRE 6301 and (OPRE 6359 or BUAN 6359).,"Descriptive Statistics, Probability, Discrete Distributions, Continuous Distributions, Sampling, Confidence Intervals, Hypothesis Testing, t-tests, One-way ANOVA, Two-factor ANOVA, Multiple Comparison of Means, Data Screening, Log Transformation, Linear Regression, Multiple Regression, Regression Diagnostics, R-squared, Logistic Regression, Chi-square Tests, Variable Selection, Observational vs Experimental Study Analysis, Statistical Inference, R, Excel"
ACCT 6301,Financial Accounting,3,Elective,"This course focuses on the development, analysis and use of the information contained in financial statements. It discusses what the financial statements contain, what assumptions and concepts accountants use to prepare them, and why they use those assumptions and concepts. May not be used to fulfill degree requirements in MS Accounting program.",None,None,"Financial Accounting, Financial Reporting, Financial Statement Analysis, Balance Sheet Analysis, Income Statement Analysis, Cash Flow Statement Analysis, Ratio Analysis, Profitability Analysis, Liquidity Analysis, Company Benchmarking, Accounting Data Interpretation, Business Decision Support, Microsoft Excel."
ACCT 6330,Intermediate Financial Accounting I,3,Elective,"A study of external financial reporting, including revenue recognition and the measurement and reporting of cash, receivables, inventories, property, plant, and equipment, and intangibles. Financial statement presentation issues are analyzed to gain an appreciation for the impact of generally accepted accounting principles on business decisions.",None,ACCT 6330 or ACCT 6301,"Financial Accounting, Intermediate Accounting, GAAP, Financial Reporting, Transaction Analysis, Accounting Cycle, Revenue Recognition, Cash and Receivables Accounting, Inventory Accounting, LIFO, Asset Valuation, Long-Term Asset Accounting, Asset Acquisition and Disposal, Asset Utilization, Impairment Accounting, Business Combination Accounting, R&D Accounting, Financial Statement Preparation, Accounting Standards Application, WileyPlus"
BUAN 6311,Robotics and Financial Technology,3,Elective,This course focuses on different robotic technologies used in finance.,None,None,
ACCT 6336,Information Technology Audit and Risk Management,3,Elective,"Management's role in designing and controlling information technology used to process data is studied. Topics include the role of internal and external auditors in systems development, information security, business continuity, information technology, internet, change management, and operations. Focus is placed on the assurance of controls over information technology risks and covers topics directly related to the Certified Information Systems Auditor (CISA) exam.",None,None,"IT Audit, IT Risk Management, IT Controls, Application Controls, General IT Controls, IT Governance, COBIT, Information Security, Privacy Risk Auditing, Encryption, Identity and Access Management, Business Continuity, Contingency Planning, Change Management, Patch Management, Systems Development Controls, Network Auditing, Database Auditing, Operating System Auditing, ERP Auditing, Financial Systems Auditing, Transaction Processing Auditing, User-Developed Application Auditing, CAATs, Continuous Auditing, Data Analysis Technologies, E-business Risk, Cloud Computing Risk, Virtualization Risk, Fraud Detection, Business Ethics, GTAG, CISA"
ACCT 6343,Accounting Information Systems,3,Elective,"Managing the design, control, and operation of accounting information systems with a focus on design thinking and digital transformation. Emphasis will be on identifying the information needs of decision makers and developing appropriate process control with an overall focus on business transformation. Modern concepts, including cloud-based enterprise systems and robotic process automation, will be applied to streamline integration of accounting and business processes. ",ACCT 6301 or ACCT 6305 or ACCT 6320,None,"Accounting Information Systems, AIS, Business Process Analysis, Transaction Cycles, Sales and Cash Receipts Cycle, Purchases and Cash Disbursements Cycle, Payroll Processing, Month-End Close, Year-End Close, Financial Reporting Systems, SEC Filings, Internal Controls, COSO, COSO ERM, COBIT, IT Infrastructure Controls, Data Integrity, Backup Protocols, System Testing, Information Security, Database Systems, Flowcharting, Systems Documentation, Cloud-Based Enterprise Systems, Robotic Process Automation, SOC Reports, Systems Understanding Aid, Consolidation Systems, Accounting Cycle Analysis"
ACCT 6344,Financial Statement Analysis,3,Elective,"Analysis of financial statements for evaluating firm performance and risk. Topics include interpretation of financial statements and footnotes, managers' incentives for earnings manipulation, comparative analysis of firms, and ethics in financial reporting.", ACCT 6301 or ACCT 6305 or ACCT 6330,ACCT 6344 or ACCT 6332,"Financial Statement Analysis, Business Analysis, Valuation, Intrinsic Value Estimation, Profitability Analysis, Credit Risk Analysis, Revenue Recognition Analysis, Asset Recognition Analysis, Liability Recognition Analysis, Equity Analysis, Earnings Quality Analysis, Forecasting Financial Statements, Cost of Capital, Cash Flow Valuation, Operating Income Valuation, Multiples Valuation, Ratio Analysis, ROE, ROA, Liquidity Analysis, Solvency Analysis, Efficiency Analysis, Industry Benchmarking, SWOT Analysis, SEC Filings Analysis, Financial Risk Assessment, Business Risk Assessment"
ACCT 6332,Intermediate Financial Accounting II,3,Elective,"This course is a continuation of topics in external financial reporting, including: issues related to the measurement and reporting of current liabilities and contingencies, bonds, leases, deferred taxes, pensions, stock-based compensation plans, shareholders equity, earnings per share, accounting changes, and cash flows. Current generally accepted accounting principles for financial reporting are analyzed.", ACCT 6330,ACCT 6344 or ACCT 6332,"Intermediate Accounting, Financial Reporting, US GAAP, Current Liabilities, Contingencies, Long-Term Liabilities, Stockholders’ Equity, Investment Accounting, Dilutive Securities, Earnings Per Share, Lease Accounting, Financial Statement Disclosure, Income Tax Accounting, Accounting Changes, Error Corrections, Statement of Cash Flows, Journal Entries, Time Value of Money, WileyPlus"
ACCT 6374,Advanced Data Analytics and AI for Accountants and Auditors,3,Elective,"This course provides an understanding of data analytics and artificial intelligence and how its theories and procedures can benefit accounting and auditing professionals. The central theme for the course will be the use and application of analytic techniques and artificial intelligence for decision making and the examination of ""big data"" involving accounting information. It will also cover the application of data analytics and artificial intelligence concepts and techniques to accounting, auditing, forensic, and risk management scenarios.",(ACCT 6301 and ACCT 6202) or ACCT 6305 or (ACCT 6330 and ACCT 6331) or BUAN 6359 or OPRE 6359,None,"Data Analytics, Accounting Analytics, Audit Analytics, Artificial Intelligence, Big Data, Data Governance, Data Extraction, Data Provisioning, Data Cleansing, Data Integrity, Relational Databases, Financial Statement Analytics, Financial Modeling, Ratio Analysis, XBRL, Managerial Analytics, Tax Analytics, KPIs, Balanced Scorecard, Data Visualization, Dashboards, Pivot Tables, Excel, VBA, Macros, Tableau, Power BI, R, Statistical Analysis, Fraud Analytics, Risk Management Analytics, Assurance Analytics"
ACCT 6384,Analytical Reviews Using Audit Software,3,Elective,This course introduces the theory and tools used to leverage automated auditing software such as ACL and IDEA. The course includes an analytical review of accounting and operational data for internal auditors and hands-on use of audit software and the development of an audit dashboard. The course also explores ways to leverage the enterprise technology and use available technology to monitor controls and detect fraud.,None,None,
ACCT 6334,Auditing,3,Elective,"This course introduces the basic concepts, philosophy, standards, procedures, and practices of auditing. Topics include generally accepted auditing standards, the role of the independent auditor, professional conduct and ethics, auditor's reporting responsibilities, risk assessment, internal control, evidential matter, and management fraud.", ACCT 6330,None,"Auditing, Assurance Services, GAAS, Audit Planning, Audit Evidence, Audit Risk Model, Inherent Risk Assessment, Internal Control Evaluation, Fraud Risk Assessment, Management Fraud, Employee Fraud, Revenue Cycle Auditing, Cash Auditing, Acquisition and Expenditure Cycle Auditing, Audit Reporting, Opinion Letter Preparation, Audit Analytics, Professional Ethics, PCAOB Research, ASB Research, FASB Research, Audit Documentation, Team Collaboration, Presentation Skills, McGraw-Hill Connect"
